# SignalP-5.0	Organism: euk	Timestamp: 20260406151522
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8EZW6	SP(Sec/SPI)	0.607247	0.392753	CS pos: 31-32. ARA-AE. Pr: 0.1220
Q8EZW7	OTHER	0.153783	0.846217	
Q8EZW8	SP(Sec/SPI)	0.977785	0.022215	CS pos: 25-26. VRS-QT. Pr: 0.8755
Q8EZX0	SP(Sec/SPI)	0.687712	0.312288	CS pos: 23-24. FFC-KP. Pr: 0.2387
Q8EZX1	SP(Sec/SPI)	0.975039	0.024961	CS pos: 23-24. SSA-TG. Pr: 0.5658
Q8EZX2	SP(Sec/SPI)	0.997806	0.002194	CS pos: 23-24. IQA-DA. Pr: 0.9425
Q8EZX4	OTHER	0.176714	0.823286	
Q8EZX5	OTHER	0.251219	0.748781	
Q8EZX6	SP(Sec/SPI)	0.576316	0.423684	CS pos: 34-35. LYA-PP. Pr: 0.4030
Q8EZX7	SP(Sec/SPI)	0.940256	0.059744	CS pos: 20-21. NGC-KK. Pr: 0.4033
Q8EZX8	OTHER	0.001905	0.998095	
Q8EZX9	SP(Sec/SPI)	0.852979	0.147021	CS pos: 20-21. GCV-FR. Pr: 0.2419
Q8EZY1	OTHER	0.000301	0.999699	
Q8EZY2	OTHER	0.000785	0.999215	
Q8EZY3	OTHER	0.003288	0.996712	
Q8EZY5	OTHER	0.002139	0.997861	
Q8EZY8	OTHER	0.000851	0.999149	
Q8EZY9	OTHER	0.028018	0.971982	
Q8EZZ0	SP(Sec/SPI)	0.999179	0.000821	CS pos: 25-26. LSA-DG. Pr: 0.6027
Q8EZZ1	OTHER	0.000217	0.999783	
Q8EZZ2	OTHER	0.001266	0.998734	
Q8EZZ8	OTHER	0.000557	0.999443	
Q8F000	OTHER	0.000598	0.999402	
Q8F001	OTHER	0.000516	0.999484	
Q8F004	OTHER	0.452065	0.547935	
Q8F007	OTHER	0.001006	0.998994	
Q8F009	OTHER	0.000658	0.999342	
Q8F012	SP(Sec/SPI)	0.991513	0.008487	CS pos: 19-20. LQS-EN. Pr: 0.7782
Q8F013	OTHER	0.001082	0.998918	
Q8F016	OTHER	0.079779	0.920221	
Q8F017	OTHER	0.000645	0.999355	
Q8F018	OTHER	0.000886	0.999114	
Q8F020	OTHER	0.001692	0.998308	
Q8F021	OTHER	0.001229	0.998771	
Q8F022	OTHER	0.003039	0.996961	
Q8F025	SP(Sec/SPI)	0.745613	0.254387	CS pos: 29-30. LQG-EI. Pr: 0.2534
Q8F028	OTHER	0.000609	0.999391	
Q8F032	OTHER	0.000880	0.999120	
Q8F034	SP(Sec/SPI)	0.584481	0.415519	CS pos: 25-26. GQG-PR. Pr: 0.3051
Q8F036	OTHER	0.001614	0.998386	
Q8F037	OTHER	0.000684	0.999316	
Q8F038	OTHER	0.001183	0.998817	
Q8F040	OTHER	0.001694	0.998306	
Q8F044	OTHER	0.148711	0.851289	
Q8F045	OTHER	0.000642	0.999358	
Q8F046	OTHER	0.000519	0.999481	
Q8F048	SP(Sec/SPI)	0.979456	0.020544	CS pos: 18-19. VVC-KK. Pr: 0.6993
Q8F049	SP(Sec/SPI)	0.998337	0.001663	CS pos: 23-24. CQA-GE. Pr: 0.9627
Q8F051	SP(Sec/SPI)	0.574512	0.425488	CS pos: 24-25. VFC-ED. Pr: 0.5369
Q8F053	OTHER	0.001247	0.998753	
Q8F055	OTHER	0.004360	0.995640	
Q8F056	OTHER	0.000417	0.999583	
Q8F057	OTHER	0.000351	0.999649	
Q8F058	OTHER	0.000424	0.999576	
Q8F060	OTHER	0.000346	0.999654	
Q8F061	OTHER	0.001083	0.998917	
Q8F065	OTHER	0.000470	0.999530	
Q8F067	OTHER	0.000785	0.999215	
Q8F069	OTHER	0.001331	0.998669	
Q8F072	OTHER	0.002216	0.997784	
Q8F073	OTHER	0.002591	0.997409	
Q8F076	OTHER	0.000420	0.999580	
Q8F077	OTHER	0.000760	0.999240	
Q8F078	OTHER	0.001051	0.998949	
Q8F079	OTHER	0.025780	0.974220	
Q8F080	OTHER	0.000369	0.999631	
Q8F081	OTHER	0.000835	0.999165	
Q8F082	OTHER	0.394208	0.605792	
Q8F084	OTHER	0.000766	0.999234	
Q8F085	OTHER	0.443321	0.556679	
Q8F086	OTHER	0.000329	0.999671	
Q8F087	SP(Sec/SPI)	0.539714	0.460286	CS pos: 28-29. WQA-GD. Pr: 0.1889
Q8F088	SP(Sec/SPI)	0.990597	0.009403	CS pos: 21-22. CSA-HR. Pr: 0.8612
Q8F089	OTHER	0.000966	0.999034	
Q8F090	OTHER	0.001346	0.998654	
Q8F093	SP(Sec/SPI)	0.994466	0.005534	CS pos: 20-21. LEG-CD. Pr: 0.7964
Q8F094	OTHER	0.270826	0.729174	
Q8F096	OTHER	0.000388	0.999612	
Q8F098	OTHER	0.000565	0.999435	
Q8F099	OTHER	0.000696	0.999304	
Q8F0A2	OTHER	0.002335	0.997665	
Q8F0A9	OTHER	0.000488	0.999512	
Q8F0B0	OTHER	0.094021	0.905979	
Q8F0B2	OTHER	0.000424	0.999576	
Q8F0B3	OTHER	0.000250	0.999750	
Q8F0B4	OTHER	0.000786	0.999214	
Q8F0B5	OTHER	0.003817	0.996183	
Q8F0B6	OTHER	0.001414	0.998586	
Q8F0B7	OTHER	0.001489	0.998511	
Q8F0B8	OTHER	0.002523	0.997477	
Q8F0B9	SP(Sec/SPI)	0.577202	0.422798	CS pos: 23-24. ISA-GL. Pr: 0.2489
Q8F0C0	OTHER	0.030721	0.969279	
Q8F0C4	OTHER	0.003317	0.996683	
Q8F0C5	SP(Sec/SPI)	0.939396	0.060604	CS pos: 24-25. NCG-DK. Pr: 0.2609
Q8F0D2	OTHER	0.000759	0.999241	
Q8F0D3	OTHER	0.000947	0.999053	
Q8F0D4	OTHER	0.000349	0.999651	
Q8F0D6	OTHER	0.000796	0.999204	
Q8F0D7	OTHER	0.000661	0.999339	
Q8F0D8	OTHER	0.002078	0.997922	
Q8F0E3	OTHER	0.363071	0.636929	
Q8F0E8	OTHER	0.002812	0.997188	
Q8F0E9	OTHER	0.001011	0.998989	
Q8F0F0	OTHER	0.005351	0.994649	
Q8F0F1	OTHER	0.035910	0.964090	
Q8F0F2	SP(Sec/SPI)	0.610832	0.389168	CS pos: 30-31. IKS-QS. Pr: 0.4006
Q8F0F4	OTHER	0.014566	0.985434	
Q8F0F5	OTHER	0.017797	0.982203	
Q8F0F6	OTHER	0.121085	0.878915	
Q8F0F7	OTHER	0.001269	0.998731	
Q8F0F8	SP(Sec/SPI)	0.608483	0.391517	CS pos: 26-27. AVA-ST. Pr: 0.2950
Q8F0F9	OTHER	0.001152	0.998848	
Q8F0G0	OTHER	0.000783	0.999217	
Q8F0G1	OTHER	0.056648	0.943352	
Q8F0G2	OTHER	0.001829	0.998171	
Q8F0G4	OTHER	0.001072	0.998928	
Q8F0G5	OTHER	0.000933	0.999067	
Q8F0G6	OTHER	0.000613	0.999387	
Q8F0G9	OTHER	0.000547	0.999453	
Q8F0H0	OTHER	0.000868	0.999132	
Q8F0H1	OTHER	0.404176	0.595824	
Q8F0H2	OTHER	0.001124	0.998876	
Q8F0H6	OTHER	0.000462	0.999538	
Q8F0H7	OTHER	0.002676	0.997324	
Q8F0H9	OTHER	0.000810	0.999190	
Q8F0I5	SP(Sec/SPI)	0.998259	0.001741	CS pos: 21-22. VSA-AE. Pr: 0.9242
Q8F0I6	SP(Sec/SPI)	0.969927	0.030073	CS pos: 22-23. LTA-LD. Pr: 0.5224
Q8F0I7	OTHER	0.004075	0.995925	
Q8F0I8	OTHER	0.000880	0.999120	
Q8F0I9	OTHER	0.001114	0.998886	
Q8F0J2	OTHER	0.006655	0.993345	
Q8F0J3	OTHER	0.210047	0.789953	
Q8F0J4	OTHER	0.448044	0.551956	
Q8F0J5	OTHER	0.001461	0.998539	
Q8F0J6	OTHER	0.000393	0.999607	
Q8F0J9	OTHER	0.001112	0.998888	
Q8F0K1	SP(Sec/SPI)	0.979078	0.020922	CS pos: 24-25. VKA-GE. Pr: 0.8288
Q8F0K2	SP(Sec/SPI)	0.679809	0.320191	CS pos: 37-38. SWS-KS. Pr: 0.4838
Q8F0K3	SP(Sec/SPI)	0.973060	0.026940	CS pos: 18-19. GSG-FE. Pr: 0.8217
Q8F0K4	OTHER	0.002163	0.997837	
Q8F0K7	OTHER	0.000262	0.999738	
Q8F0K8	OTHER	0.001841	0.998159	
Q8F0K9	OTHER	0.001718	0.998282	
Q8F0L0	OTHER	0.000375	0.999625	
Q8F0L1	OTHER	0.000388	0.999612	
Q8F0L2	OTHER	0.146364	0.853636	
Q8F0L3	SP(Sec/SPI)	0.910053	0.089947	CS pos: 21-22. TTS-LF. Pr: 0.3067
Q8F0L4	OTHER	0.181240	0.818760	
Q8F0L5	SP(Sec/SPI)	0.946533	0.053467	CS pos: 23-24. SQG-TS. Pr: 0.5455
Q8F0L6	SP(Sec/SPI)	0.971959	0.028041	CS pos: 23-24. SQG-TS. Pr: 0.4836
Q8F0L7	SP(Sec/SPI)	0.985792	0.014208	CS pos: 22-23. SQG-TS. Pr: 0.6800
Q8F0L8	SP(Sec/SPI)	0.586369	0.413631	CS pos: 25-26. LFA-DK. Pr: 0.5196
Q8F0L9	SP(Sec/SPI)	0.750077	0.249923	CS pos: 27-28. NES-NP. Pr: 0.4111
Q8F0M0	OTHER	0.001549	0.998451	
Q8F0M1	OTHER	0.487174	0.512826	
Q8F0M2	OTHER	0.029254	0.970746	
Q8F0M3	SP(Sec/SPI)	0.973838	0.026162	CS pos: 27-28. SEA-NN. Pr: 0.5775
Q8F0M4	SP(Sec/SPI)	0.996292	0.003708	CS pos: 29-30. AQS-EE. Pr: 0.7509
Q8F0M6	OTHER	0.322098	0.677902	
Q8F0M9	OTHER	0.017880	0.982120	
Q8F0N0	OTHER	0.000895	0.999105	
Q8F0N1	OTHER	0.000543	0.999457	
Q8F0N4	OTHER	0.001021	0.998979	
Q8F0N6	SP(Sec/SPI)	0.976174	0.023826	CS pos: 18-19. LSA-DI. Pr: 0.6477
Q8F0N7	OTHER	0.165152	0.834848	
Q8F0N9	OTHER	0.000373	0.999627	
Q8F0P1	OTHER	0.024380	0.975620	
Q8F0P2	OTHER	0.036053	0.963947	
Q8F0P4	SP(Sec/SPI)	0.756828	0.243172	CS pos: 18-19. TNT-WF. Pr: 0.2783
Q8F0P5	SP(Sec/SPI)	0.858998	0.141002	CS pos: 24-25. TNC-FV. Pr: 0.6273
Q8F0P8	OTHER	0.471304	0.528696	
Q8F0Q2	OTHER	0.211401	0.788599	
Q8F0Q4	OTHER	0.001705	0.998295	
Q8F0Q5	OTHER	0.001175	0.998825	
Q8F0Q6	OTHER	0.000691	0.999309	
Q8F0Q9	OTHER	0.001546	0.998454	
Q8F0R0	OTHER	0.000576	0.999424	
Q8F0R2	OTHER	0.001449	0.998551	
Q8F0S6	OTHER	0.002782	0.997218	
Q8F0S7	OTHER	0.009716	0.990284	
Q8F0T1	SP(Sec/SPI)	0.998735	0.001265	CS pos: 18-19. VAG-FS. Pr: 0.4684
Q8F0T5	OTHER	0.000430	0.999570	
Q8F0T6	SP(Sec/SPI)	0.999299	0.000701	CS pos: 18-19. VFA-EE. Pr: 0.9878
Q8F0T8	SP(Sec/SPI)	0.986849	0.013151	CS pos: 22-23. CSS-SP. Pr: 0.8146
Q8F0T9	OTHER	0.056487	0.943513	
Q8F0U0	OTHER	0.122408	0.877592	
Q8F0U1	OTHER	0.000264	0.999736	
Q8F0U2	OTHER	0.005798	0.994202	
Q8F0U3	OTHER	0.000395	0.999605	
Q8F0U4	SP(Sec/SPI)	0.915938	0.084062	CS pos: 26-27. ISA-QT. Pr: 0.5407
Q8F0U7	SP(Sec/SPI)	0.988963	0.011037	CS pos: 18-19. CVT-EN. Pr: 0.5231
Q8F0V0	OTHER	0.001660	0.998340	
Q8F0V1	OTHER	0.001548	0.998452	
Q8F0V3	SP(Sec/SPI)	0.994963	0.005037	CS pos: 20-21. GYS-YG. Pr: 0.5642
Q8F0V4	OTHER	0.048436	0.951564	
Q8F0V6	OTHER	0.000852	0.999148	
Q8F0V8	OTHER	0.002896	0.997104	
Q8F0W1	SP(Sec/SPI)	0.997686	0.002314	CS pos: 22-23. VYS-QQ. Pr: 0.9500
Q8F0W2	OTHER	0.426080	0.573920	
Q8F0W4	OTHER	0.000680	0.999320	
Q8F0W9	OTHER	0.000378	0.999622	
Q8F0X0	OTHER	0.000624	0.999376	
Q8F0X1	OTHER	0.287385	0.712615	
Q8F0X2	SP(Sec/SPI)	0.990117	0.009883	CS pos: 23-24. CLP-VH. Pr: 0.3048
Q8F0X3	SP(Sec/SPI)	0.996326	0.003674	CS pos: 19-20. ANC-KT. Pr: 0.8077
Q8F0X4	SP(Sec/SPI)	0.979167	0.020833	CS pos: 19-20. TDC-HK. Pr: 0.6884
Q8F0X5	OTHER	0.000412	0.999588	
Q8F0X8	OTHER	0.000356	0.999644	
Q8F0X9	OTHER	0.000858	0.999142	
Q8F0Y0	OTHER	0.000221	0.999779	
Q8F0Y1	OTHER	0.001172	0.998828	
Q8F0Y3	OTHER	0.000516	0.999484	
Q8F0Y5	OTHER	0.001112	0.998888	
Q8F0Y7	OTHER	0.001677	0.998323	
Q8F0Y8	OTHER	0.066744	0.933256	
Q8F0Y9	SP(Sec/SPI)	0.913937	0.086063	CS pos: 28-29. SLS-AD. Pr: 0.2989
Q8F0Z1	SP(Sec/SPI)	0.731786	0.268214	CS pos: 20-21. SIA-YF. Pr: 0.5328
Q8F0Z4	OTHER	0.005296	0.994704	
Q8F0Z6	SP(Sec/SPI)	0.714258	0.285742	CS pos: 18-19. VFA-RF. Pr: 0.6011
Q8F0Z8	OTHER	0.001103	0.998897	
Q8F100	OTHER	0.004844	0.995156	
Q8F101	SP(Sec/SPI)	0.992599	0.007401	CS pos: 19-20. GCA-NE. Pr: 0.4761
Q8F103	SP(Sec/SPI)	0.870110	0.129890	CS pos: 25-26. SFP-DE. Pr: 0.4300
Q8F104	OTHER	0.002367	0.997633	
Q8F106	SP(Sec/SPI)	0.685367	0.314633	CS pos: 24-25. LFA-SE. Pr: 0.4953
Q8F107	SP(Sec/SPI)	0.558401	0.441599	CS pos: 25-26. LSG-IQ. Pr: 0.1841
Q8F108	OTHER	0.149916	0.850084	
Q8F109	OTHER	0.001414	0.998586	
Q8F110	OTHER	0.000600	0.999400	
Q8F112	SP(Sec/SPI)	0.659255	0.340745	CS pos: 22-23. CMT-IG. Pr: 0.3412
Q8F114	SP(Sec/SPI)	0.963988	0.036012	CS pos: 20-21. NNC-KQ. Pr: 0.2655
Q8F115	OTHER	0.374856	0.625144	
Q8F116	SP(Sec/SPI)	0.930912	0.069088	CS pos: 29-30. IQA-EE. Pr: 0.8032
Q8F117	SP(Sec/SPI)	0.571228	0.428772	CS pos: 29-30. IQT-EK. Pr: 0.2314
Q8F118	SP(Sec/SPI)	0.728279	0.271721	CS pos: 29-30. LQA-EE. Pr: 0.6617
Q8F119	SP(Sec/SPI)	0.790494	0.209506	CS pos: 29-30. IQA-EE. Pr: 0.7545
Q8F120	OTHER	0.001271	0.998729	
Q8F122	SP(Sec/SPI)	0.769583	0.230417	CS pos: 17-18. VMQ-AP. Pr: 0.5357
Q8F123	OTHER	0.000153	0.999847	
Q8F124	OTHER	0.001325	0.998675	
Q8F125	OTHER	0.028541	0.971459	
Q8F135	OTHER	0.065302	0.934698	
Q8F137	OTHER	0.000518	0.999482	
Q8F138	OTHER	0.001246	0.998754	
Q8F147	OTHER	0.128211	0.871789	
Q8F151	OTHER	0.047951	0.952049	
Q8F152	OTHER	0.003355	0.996645	
Q8F154	OTHER	0.000312	0.999688	
Q8F155	OTHER	0.000477	0.999523	
Q8F156	OTHER	0.003480	0.996520	
Q8F160	SP(Sec/SPI)	0.974934	0.025066	CS pos: 20-21. LLA-EK. Pr: 0.7156
Q8F161	OTHER	0.004231	0.995769	
Q8F162	OTHER	0.000676	0.999324	
Q8F163	OTHER	0.000382	0.999618	
Q8F164	SP(Sec/SPI)	0.726519	0.273481	CS pos: 26-27. IFS-RP. Pr: 0.2596
Q8F166	SP(Sec/SPI)	0.966366	0.033634	CS pos: 19-20. GFG-LE. Pr: 0.2415
Q8F167	OTHER	0.000254	0.999746	
Q8F170	OTHER	0.000795	0.999205	
Q8F171	OTHER	0.000297	0.999703	
Q8F172	OTHER	0.002095	0.997905	
Q8F173	SP(Sec/SPI)	0.998813	0.001187	CS pos: 21-22. CES-KT. Pr: 0.9763
Q8F174	OTHER	0.001246	0.998754	
Q8F175	SP(Sec/SPI)	0.913167	0.086833	CS pos: 25-26. KLA-QV. Pr: 0.2373
Q8F177	OTHER	0.466288	0.533712	
Q8F179	OTHER	0.133399	0.866601	
Q8F182	OTHER	0.000333	0.999667	
Q8F184	OTHER	0.000668	0.999332	
Q8F185	OTHER	0.000386	0.999614	
Q8F187	OTHER	0.003256	0.996744	
Q8F188	OTHER	0.000676	0.999324	
Q8F189	OTHER	0.000183	0.999817	
Q8F190	SP(Sec/SPI)	0.508379	0.491621	CS pos: 32-33. VTS-VL. Pr: 0.1926
Q8F191	OTHER	0.007054	0.992946	
Q8F193	OTHER	0.000338	0.999662	
Q8F194	SP(Sec/SPI)	0.998561	0.001439	CS pos: 21-22. VLG-QS. Pr: 0.9450
Q8F195	OTHER	0.000194	0.999806	
Q8F196	SP(Sec/SPI)	0.795343	0.204657	CS pos: 26-27. INC-KE. Pr: 0.5793
Q8F197	SP(Sec/SPI)	0.977424	0.022576	CS pos: 22-23. LFA-DT. Pr: 0.7926
Q8F1A1	OTHER	0.003437	0.996563	
Q8F1A3	OTHER	0.011389	0.988611	
Q8F1A5	OTHER	0.000180	0.999820	
Q8F1A6	OTHER	0.002332	0.997668	
Q8F1A9	OTHER	0.000228	0.999772	
Q8F1B2	OTHER	0.000282	0.999718	
Q8F1B6	OTHER	0.000921	0.999079	
Q8F1B7	OTHER	0.000528	0.999472	
Q8F1B9	OTHER	0.000504	0.999496	
Q8F1C0	OTHER	0.000768	0.999232	
Q8F1C1	OTHER	0.000502	0.999498	
Q8F1C2	OTHER	0.000777	0.999223	
Q8F1C3	OTHER	0.000530	0.999470	
Q8F1C6	SP(Sec/SPI)	0.929537	0.070463	CS pos: 21-22. LNC-EH. Pr: 0.6354
Q8F1C7	OTHER	0.000428	0.999572	
Q8F1D0	OTHER	0.000488	0.999512	
Q8F1D2	OTHER	0.000923	0.999077	
Q8F1D3	OTHER	0.055127	0.944873	
Q8F1D5	OTHER	0.000645	0.999355	
Q8F1D6	OTHER	0.000835	0.999165	
Q8F1D7	OTHER	0.000673	0.999327	
Q8F1D8	OTHER	0.000984	0.999016	
Q8F1E0	OTHER	0.001163	0.998837	
Q8F1E1	OTHER	0.000760	0.999240	
Q8F1E3	OTHER	0.002716	0.997284	
Q8F1E4	OTHER	0.030812	0.969188	
Q8F1E5	OTHER	0.001101	0.998899	
Q8F1E7	OTHER	0.003082	0.996918	
Q8F1E9	OTHER	0.000858	0.999142	
Q8F1F0	OTHER	0.000546	0.999454	
Q8F1F6	OTHER	0.000496	0.999504	
Q8F1F7	OTHER	0.000829	0.999171	
Q8F1F9	OTHER	0.156713	0.843287	
Q8F1G1	OTHER	0.000561	0.999439	
Q8F1G3	OTHER	0.001271	0.998729	
Q8F1G4	OTHER	0.001716	0.998284	
Q8F1G6	OTHER	0.000980	0.999020	
Q8F1G8	OTHER	0.001891	0.998109	
Q8F1G9	OTHER	0.019775	0.980225	
Q8F1H1	OTHER	0.001142	0.998858	
Q8F1H3	OTHER	0.003669	0.996331	
Q8F1H4	OTHER	0.002213	0.997787	
Q8F1H7	OTHER	0.000858	0.999142	
Q8F1H9	OTHER	0.025829	0.974171	
Q8F1I0	OTHER	0.246264	0.753736	
Q8F1I3	OTHER	0.000432	0.999568	
Q8F1I5	SP(Sec/SPI)	0.993832	0.006168	CS pos: 18-19. CQN-ED. Pr: 0.4027
Q8F1I6	SP(Sec/SPI)	0.903002	0.096998	CS pos: 25-26. ILA-LD. Pr: 0.8420
Q8F1I7	OTHER	0.071112	0.928888	
Q8F1I8	OTHER	0.001424	0.998576	
Q8F1I9	SP(Sec/SPI)	0.726954	0.273046	CS pos: 19-20. ALA-NI. Pr: 0.6005
Q8F1J0	SP(Sec/SPI)	0.985947	0.014053	CS pos: 17-18. CSP-AS. Pr: 0.4126
Q8F1J1	OTHER	0.053091	0.946909	
Q8F1J8	OTHER	0.004661	0.995339	
Q8F1K0	OTHER	0.000563	0.999437	
Q8F1K2	OTHER	0.000172	0.999828	
Q8F1K7	OTHER	0.000405	0.999595	
Q8F1L2	OTHER	0.003763	0.996237	
Q8F1L4	OTHER	0.030040	0.969960	
Q8F1L5	SP(Sec/SPI)	0.612633	0.387367	CS pos: 25-26. CSG-PK. Pr: 0.1564
Q8F1L6	OTHER	0.000568	0.999432	
Q8F1L8	OTHER	0.001326	0.998674	
Q8F1L9	OTHER	0.198278	0.801722	
Q8F1M0	OTHER	0.000459	0.999541	
Q8F1M4	OTHER	0.000512	0.999488	
Q8F1M7	OTHER	0.000897	0.999103	
Q8F1M8	OTHER	0.000608	0.999392	
Q8F1M9	OTHER	0.001938	0.998062	
Q8F1N0	OTHER	0.000641	0.999359	
Q8F1N1	OTHER	0.000929	0.999071	
Q8F1N2	OTHER	0.001066	0.998934	
Q8F1N3	OTHER	0.000942	0.999058	
Q8F1N5	SP(Sec/SPI)	0.964711	0.035289	CS pos: 25-26. CGA-EL. Pr: 0.7427
Q8F1N6	OTHER	0.000362	0.999638	
Q8F1N8	SP(Sec/SPI)	0.938218	0.061782	CS pos: 19-20. NQC-TY. Pr: 0.5115
Q8F1N9	OTHER	0.001366	0.998634	
Q8F1P0	SP(Sec/SPI)	0.750733	0.249267	CS pos: 25-26. IFA-LG. Pr: 0.4876
Q8F1P4	OTHER	0.000490	0.999510	
Q8F1P5	SP(Sec/SPI)	0.998010	0.001990	CS pos: 21-22. VNC-GD. Pr: 0.9060
Q8F1P6	OTHER	0.000733	0.999267	
Q8F1Q0	OTHER	0.011442	0.988558	
Q8F1Q1	OTHER	0.000409	0.999591	
Q8F1Q2	SP(Sec/SPI)	0.879995	0.120005	CS pos: 22-23. CHS-TV. Pr: 0.8149
Q8F1Q3	SP(Sec/SPI)	0.766673	0.233327	CS pos: 25-26. AEC-RH. Pr: 0.3074
Q8F1Q4	OTHER	0.197104	0.802896	
Q8F1Q6	OTHER	0.002696	0.997304	
Q8F1Q7	OTHER	0.056485	0.943515	
Q8F1Q8	OTHER	0.000576	0.999424	
Q8F1Q9	OTHER	0.000922	0.999078	
Q8F1R0	OTHER	0.002970	0.997030	
Q8F1R1	SP(Sec/SPI)	0.936491	0.063509	CS pos: 21-22. TDC-VI. Pr: 0.6107
Q8F1R3	SP(Sec/SPI)	0.994632	0.005368	CS pos: 18-19. GGC-TN. Pr: 0.3299
Q8F1R6	OTHER	0.000904	0.999096	
Q8F1R7	OTHER	0.001660	0.998340	
Q8F1R8	OTHER	0.000306	0.999694	
Q8F1R9	OTHER	0.001800	0.998200	
Q8F1S2	OTHER	0.001484	0.998516	
Q8F1S3	SP(Sec/SPI)	0.985688	0.014312	CS pos: 19-20. LFS-KQ. Pr: 0.6760
Q8F1S4	OTHER	0.019290	0.980710	
Q8F1S5	OTHER	0.300245	0.699755	
Q8F1S6	OTHER	0.003817	0.996183	
Q8F1S8	OTHER	0.092098	0.907902	
Q8F1S9	OTHER	0.043723	0.956277	
Q8F1T1	OTHER	0.003017	0.996983	
Q8F1T3	OTHER	0.000585	0.999415	
Q8F1T6	OTHER	0.000624	0.999376	
Q8F1T9	OTHER	0.011752	0.988248	
Q8F1U2	OTHER	0.001222	0.998778	
Q8F1U5	OTHER	0.000774	0.999226	
Q8F1U7	OTHER	0.029274	0.970726	
Q8F1U9	OTHER	0.000725	0.999275	
Q8F1V0	OTHER	0.000478	0.999522	
Q8F1V2	SP(Sec/SPI)	0.569015	0.430985	CS pos: 26-27. CGG-EK. Pr: 0.4794
Q8F1V3	OTHER	0.000593	0.999407	
Q8F1V4	OTHER	0.001073	0.998927	
Q8F1V6	OTHER	0.000671	0.999329	
Q8F1V8	OTHER	0.001574	0.998426	
Q8F1V9	OTHER	0.000595	0.999405	
Q8F1W0	OTHER	0.361571	0.638429	
Q8F1W1	SP(Sec/SPI)	0.852749	0.147251	CS pos: 23-24. SNC-GY. Pr: 0.5343
Q8F1W2	OTHER	0.000567	0.999433	
Q8F1W3	OTHER	0.001344	0.998656	
Q8F1W6	OTHER	0.001692	0.998308	
Q8F1X3	OTHER	0.000285	0.999715	
Q8F1X5	OTHER	0.001030	0.998970	
Q8F1X9	OTHER	0.000854	0.999146	
Q8F1Y0	OTHER	0.000496	0.999504	
Q8F1Y1	OTHER	0.337893	0.662107	
Q8F1Y2	OTHER	0.000539	0.999461	
Q8F1Y3	OTHER	0.001058	0.998942	
Q8F1Y5	SP(Sec/SPI)	0.648185	0.351815	CS pos: 24-25. GCG-MN. Pr: 0.1034
Q8F1Y6	OTHER	0.096166	0.903834	
Q8F1Z1	OTHER	0.000319	0.999681	
Q8F1Z2	OTHER	0.000425	0.999575	
Q8F1Z4	OTHER	0.000617	0.999383	
Q8F1Z5	OTHER	0.047758	0.952242	
Q8F1Z6	OTHER	0.000447	0.999553	
Q8F1Z8	SP(Sec/SPI)	0.991074	0.008926	CS pos: 20-21. TGC-NT. Pr: 0.4696
Q8F200	SP(Sec/SPI)	0.828887	0.171113	CS pos: 30-31. CTS-VQ. Pr: 0.3943
Q8F202	SP(Sec/SPI)	0.966599	0.033401	CS pos: 22-23. LEA-HH. Pr: 0.8833
Q8F203	SP(Sec/SPI)	0.847213	0.152787	CS pos: 24-25. TFG-SV. Pr: 0.5604
Q8F205	SP(Sec/SPI)	0.958621	0.041379	CS pos: 21-22. IHC-SP. Pr: 0.8483
Q8F206	SP(Sec/SPI)	0.890753	0.109247	CS pos: 21-22. VFS-SG. Pr: 0.4792
Q8F207	OTHER	0.000674	0.999326	
Q8F208	OTHER	0.018577	0.981423	
Q8F209	OTHER	0.001258	0.998742	
Q8F210	OTHER	0.000161	0.999839	
Q8F211	OTHER	0.004988	0.995012	
Q8F212	SP(Sec/SPI)	0.818977	0.181023	CS pos: 30-31. FHA-EE. Pr: 0.7305
Q8F213	SP(Sec/SPI)	0.964005	0.035995	CS pos: 29-30. LQA-QS. Pr: 0.6266
Q8F215	OTHER	0.015038	0.984962	
Q8F220	OTHER	0.390761	0.609239	
Q8F221	OTHER	0.000310	0.999690	
Q8F223	OTHER	0.002211	0.997789	
Q8F224	OTHER	0.000188	0.999812	
Q8F225	OTHER	0.001558	0.998442	
Q8F226	OTHER	0.001025	0.998975	
Q8F227	OTHER	0.000344	0.999656	
Q8F228	SP(Sec/SPI)	0.969143	0.030857	CS pos: 24-25. LKA-ET. Pr: 0.6880
Q8F229	SP(Sec/SPI)	0.958436	0.041564	CS pos: 14-15. GNT-QP. Pr: 0.4549
Q8F230	OTHER	0.000819	0.999181	
Q8F231	OTHER	0.070447	0.929553	
Q8F233	SP(Sec/SPI)	0.892841	0.107159	CS pos: 23-24. PFA-DY. Pr: 0.2917
Q8F234	OTHER	0.000425	0.999575	
Q8F235	OTHER	0.209849	0.790151	
Q8F236	SP(Sec/SPI)	0.996450	0.003550	CS pos: 20-21. CQT-EK. Pr: 0.6929
Q8F237	SP(Sec/SPI)	0.581575	0.418425	CS pos: 23-24. LFA-SD. Pr: 0.3111
Q8F241	SP(Sec/SPI)	0.905551	0.094449	CS pos: 28-29. AES-SD. Pr: 0.4001
Q8F243	OTHER	0.000331	0.999669	
Q8F254	OTHER	0.000132	0.999868	
Q8F255	OTHER	0.000429	0.999571	
